,userid,itemid
73345,6013,1274
73346,6012,19452
73347,6012,14507
73348,6012,8865
73349,6012,36732
73350,6012,29785
73351,6012,3595
73352,6012,2473
73353,6015,31918
73354,6015,15644
73355,6015,2426
73356,6015,21188
73357,6015,7797
73358,6015,27405
73359,6015,21354
73360,6015,7956
73361,6015,26451
73362,6015,35532
73363,6014,34855
73364,6014,27548
73365,6014,25535
73366,6014,37974
73367,6014,15338
73368,6014,31902
73369,6017,28531
73370,6017,10353
73371,6017,14927
73372,6016,24332
73373,6016,12849
73374,6016,21232
73375,6016,24279
73376,6016,32078
73377,6016,28488
73378,6016,11003
73379,6016,25513
73380,6016,4732
73381,6016,5534
73382,6016,20277
73383,6016,18840
73384,6016,8091
73385,6016,8147
73386,6016,34602
73387,6016,21004
73388,6016,23571
73389,6016,15391
73390,6016,25015
73391,6016,33438
73392,6016,16659
73393,6016,4437
73394,6016,14039
73395,6016,29132
73396,6016,33032
73397,6016,26934
73398,6016,21846
73399,6016,5286
73400,6016,9814
73401,6016,818
73402,6016,10165
73403,6016,24532
73404,6016,34185
73405,6016,37663
73406,6016,1002
73407,6016,6468
73408,6016,16933
73409,6016,388
73410,6016,4037
73411,6016,16115
73412,6016,9663
73413,6016,33816
73414,6016,17029
73415,6016,6286
73416,6016,29491
73417,6016,5495
73418,6016,5613
73419,6016,10572
73420,6016,20062
73421,6016,29418
73422,6016,17167
73423,6016,21788
73424,6016,34865
73425,6016,13708
73426,6016,5891
73427,6016,8016
73428,6016,20005
73429,6016,12000
73430,6016,14426
73431,6016,18755
73432,6016,19493
73433,6016,23641
73434,6016,13110
73435,6016,37824
73436,6016,6867
73437,6016,5078
73438,6016,24876
73439,6016,31875
73440,6016,9295
73441,6016,35258
73442,6016,26819
73443,6016,34984
73444,6016,16
73445,6016,681
73446,6016,20258
73447,6016,22140
73448,6016,4625
73449,6016,32465
73450,6016,2562
73451,6016,4362
73452,6016,34345
73453,6016,14543
73454,6016,17133
73455,6016,14468
73456,6016,20010
73457,6016,26882
73458,6016,18534
73459,6016,34261
73460,6016,11460
73461,6016,31921
73462,6016,893
73463,6019,13565
73464,6019,7111
73465,6019,30358
73466,6019,28312
73467,6019,500
73468,6019,2258
73469,6019,17752
73470,6019,30016
73471,6019,2999
73472,6019,4753
73473,6019,10223
73474,6019,7520
73475,6019,21391
73476,6019,21514
73477,6018,16790
73478,6018,13669
73479,14995,16043
73480,14995,11614
73481,14995,13203
73482,14995,27697
73483,14995,29063
73484,14995,25419
73485,14995,36585
73486,14995,10862
73487,10605,7103
73488,10605,18490
73489,10605,27795
73490,10605,22801
73491,10605,13406
73492,10605,32206
73493,15925,5984
73494,15925,14814
73495,15925,14413
73496,15925,1069
73497,15925,22529
73498,2171,11120
73499,2171,16972
73500,2171,32293
73501,2171,782
73502,2171,32197
73503,2171,29527
73504,2171,23880
73505,2171,1334
73506,2171,32342
73507,2171,1786
73508,2171,13477
73509,2171,29136
73510,2171,8916
73511,2171,23744
73512,2171,25695
73513,13097,30396
73514,13097,20831
73515,13097,28396
73516,7058,37327
73517,7058,1964
73518,8770,5767
73519,8770,20992
73520,8770,19842
73521,8770,36905
73522,3780,11963
73523,3780,16152
73524,9263,13366
73525,9263,13007
73526,9263,14494
73527,10049,18941
73528,10049,18519
73529,10049,32413
73530,10049,6003
73531,10049,24252
73532,10049,13973
73533,10049,19988
73534,10049,12699
73535,9261,28379
73536,9261,29660
73537,9261,8382
73538,9261,29533
73539,9261,4227
73540,9261,26651
73541,9260,7999
73542,9260,3852
73543,9260,11656
73544,9260,19540
73545,9260,22463
73546,9260,31063
73547,9260,19496
73548,9267,28465
73549,9267,13806
73550,9267,21994
73551,9267,21899
73552,9267,10706
73553,9267,2843
73554,9267,22273
73555,9267,16481
73556,9266,34632
73557,9266,37631
73558,9266,28689
73559,9266,33082
73560,9266,15094
73561,9266,615
73562,9266,20705
73563,9266,17170
73564,9266,24830
73565,9266,17911
73566,9266,32588
73567,9266,14295
73568,9266,30845
73569,9266,19992
73570,9266,37803
73571,9266,12131
73572,10738,3196
73573,10738,11576
73574,9264,17086
73575,9264,32673
73576,982,32847
73577,982,31579
73578,982,13788
73579,982,29096
73580,982,1988
73581,982,33537
73582,982,17088
73583,982,7265
73584,10041,28007
73585,10041,11952
73586,10041,14497
73587,10041,6994
73588,10041,36636
73589,10041,18883
73590,10041,26281
73591,10041,18758
73592,10041,23602
73593,10041,23137
73594,10041,32602
73595,10041,2666
73596,9269,2801
73597,9269,3305
73598,9269,12159
73599,981,23094
73600,981,17516
73601,10044,18880
73602,10044,26005
73603,10044,8434
73604,10044,26185
73605,10044,15494
73606,10044,27001
73607,10044,36954
73608,10044,4552
73609,10044,36585
73610,10044,38213
73611,10733,10379
73612,10733,18778
73613,10733,22415
73614,10733,11769
73615,10733,8392
73616,10733,22439
73617,10733,14463
73618,10733,37608
73619,10733,13662
73620,10733,31944
73621,10733,34545
73622,10733,18728
73623,10733,6833
73624,10733,17950
73625,10733,3955
73626,10733,14628
73627,10733,5181
73628,10733,15941
73629,984,10766
73630,984,32637
73631,984,33398
73632,985,13202
73633,985,17768
73634,985,952
73635,985,28137
73636,985,24129
73637,985,16607
73638,985,18597
73639,985,24876
73640,985,23025
73641,985,18091
73642,985,32635
73643,16222,15292
73644,16222,19514
73645,16222,13105
73646,16222,34373
73647,16222,38112
73648,16222,18039
73649,16222,25753
73650,16222,35674
73651,16222,12162
73652,16222,8121
73653,16222,2660
73654,16222,5793
73655,16222,34916
73656,16222,33250
73657,16222,34588
73658,16222,413
73659,16222,33032
73660,13090,29802
73661,13090,10395
73662,12398,20008
73663,12398,1900
73664,12398,3344
73665,12398,3635
73666,12398,21081
73667,12399,15543
73668,12399,33907
73669,12399,593
73670,12396,8143
73671,12396,37312
73672,12396,12718
73673,12397,4795
73674,12397,13897
73675,12397,30836
73676,12394,18635
73677,12394,13061
73678,12394,10042
73679,12394,23812
73680,12394,32084
73681,12394,20596
73682,12394,34185
73683,12395,13598
73684,12392,19283
73685,12392,17868
73686,12392,22243
73687,12392,16299
73688,12392,9224
73689,12392,955
73690,12392,35930
73691,12392,1494
73692,12393,30845
73693,12393,3397
73694,12393,6770
73695,12393,17469
73696,12393,36042
73697,12393,15517
73698,12390,16170
73699,12390,13906
73700,12390,35045
73701,12390,11556
73702,12390,16895
73703,12390,15635
73704,12390,26473
73705,12390,8095
73706,12390,34743
73707,12390,29004
73708,12390,32491
73709,12390,10403
73710,12390,30846
73711,12390,38291
73712,12390,14380
73713,12390,5092
73714,12390,25222
73715,12390,12962
73716,12390,18859
73717,12390,20317
73718,12391,14530
73719,12391,37730
73720,12391,20386
73721,12391,12410
73722,12391,31289
73723,12391,7672
73724,12391,35641
73725,12391,18922
73726,12391,37336
73727,12391,4921
73728,12391,22535
73729,12391,12572
73730,829,35408
73731,829,16732
73732,829,25030
73733,829,2676
73734,829,9745
73735,1388,21241
73736,1388,35303
73737,1388,15961
73738,9089,34230
73739,9089,27054
73740,9089,37211
73741,9089,8865
73742,9089,15094
73743,9089,10805
73744,9089,16145
73745,9088,18741
73746,9088,12477
73747,9088,1238
73748,9087,7431
73749,9087,24048
73750,9087,30822
73751,9087,1424
73752,9087,36090
73753,9086,34158
73754,9086,35124
73755,9086,20513
73756,9086,725
73757,9086,23285
73758,9086,34392
73759,9085,30236
73760,9085,14612
73761,9085,2490
73762,9085,25376
73763,9085,31770
73764,9085,16176
73765,9084,22663
73766,9083,25883
73767,9083,31707
73768,9083,166
73769,9082,12263
73770,9082,11798
73771,9082,30362
73772,9082,29658
73773,9082,23358
73774,9082,9403
73775,9082,13961
73776,9081,18991
73777,9081,13563
73778,9081,17255
73779,9081,15005
73780,9081,22116
73781,9081,36297
73782,9081,12622
73783,9081,18670
73784,9081,7071
73785,9081,9419
73786,9081,3772
73787,9081,2336
73788,9080,21079
73789,9080,2180
73790,9080,30499
73791,9080,21284
73792,9080,13239
73793,9080,15028
73794,9080,16430
73795,9080,14452
73796,10008,3853
73797,10008,19906
73798,10008,8057
73799,10008,18904
73800,10008,4587
73801,10008,30462
73802,8618,7597
73803,8618,33609
73804,8618,32888
73805,8618,11576
73806,8618,31507
73807,8618,17435
73808,8618,8704
73809,8618,6315
73810,8393,22802
73811,8393,26504
73812,8393,27105
73813,8393,13213
73814,8393,32381
73815,8393,827
73816,8393,24303
73817,8393,2473
73818,8393,20086
73819,8393,8651
73820,8393,5432
73821,8393,7326
73822,8393,5175
73823,13515,20417
73824,13515,14120
73825,13515,16493
73826,13515,28788
73827,13515,2642
73828,9842,7755
73829,9842,4350
73830,9842,33435
73831,9842,38188
73832,3508,29765
73833,3508,30673
73834,3508,9179
73835,3508,11738
73836,3508,9130
73837,3508,27701
73838,3508,2239
73839,3509,17995
73840,3509,329
73841,3509,36132
73842,3509,9410
73843,3509,2667
73844,3509,9882
73845,3509,1243
73846,3509,31737
73847,3509,750
73848,3509,21115
73849,3509,16847
73850,3509,23556
73851,3509,34287
73852,3509,2115
73853,3509,19812
73854,3509,28071
73855,3509,17681
73856,3509,17056
73857,3509,10579
73858,3509,36792
73859,3509,9111
73860,3509,37156
73861,3509,22512
73862,3509,25961
73863,3509,26315
73864,3509,15950
73865,3509,29466
73866,3509,9722
73867,3509,31351
73868,3509,19189
73869,3509,22569
73870,3509,9968
73871,8166,22313
73872,8166,7111
73873,8166,29954
73874,8166,11457
73875,8166,32323
73876,8166,13593
73877,8166,37783
73878,8166,23803
73879,8166,307
73880,8166,35100
73881,8166,8448
73882,8166,17582
73883,8166,17839
73884,8166,19405
73885,8166,1443
73886,8166,11541
73887,8166,7886
73888,8166,9923
73889,8166,17080
73890,8166,19699
73891,8166,35200
73892,8166,29853
73893,8166,8935
73894,8166,20766
73895,8166,26678
73896,8166,7523
73897,8166,21923
73898,8166,29123
73899,8166,30383
73900,8166,23590
73901,8166,36424
73902,8166,2102
73903,8166,21711
73904,8166,35713
73905,8166,30016
73906,8166,9815
73907,8166,27458
73908,8166,18597
73909,8166,30264
73910,8166,17312
73911,8166,10004
73912,8166,13124
73913,8166,10981
73914,8166,16679
73915,8166,30447
73916,8166,32847
73917,8166,19168
73918,8166,30665
73919,8166,21512
73920,8166,8879
73921,5088,10023
73922,5088,23717
73923,5088,32848
73924,5088,16
73925,5088,16942
73926,5088,5478
73927,5088,27855
73928,5083,22072
73929,5083,11728
73930,5083,2178
73931,5083,33222
73932,5082,34719
73933,5082,1195
73934,5082,579
73935,5082,19094
73936,3502,11533
73937,3502,8946
73938,3502,17758
73939,3502,6712
73940,3502,11318
73941,3502,37825
73942,3502,24120
73943,3502,17677
73944,3502,11874
73945,3502,33060
73946,3502,35235
73947,3502,23181
73948,3502,11490
73949,3502,34769
73950,3502,1604
73951,3502,38245
73952,5080,35927
73953,5080,36815
73954,5080,11501
73955,5080,22377
73956,5080,35196
73957,5080,37857
73958,5087,12918
73959,5087,16758
73960,5087,9764
73961,5087,29415
73962,5087,5002
73963,5087,29836
73964,5087,6349
73965,5087,28100
73966,5087,10358
73967,5087,35557
73968,5086,29285
73969,5086,8147
73970,5086,18657
73971,5086,19592
73972,5086,20854
73973,5086,11538
73974,3506,11232
73975,3506,5078
73976,3506,12950
73977,3506,22201
73978,3506,5784
73979,3506,25826
73980,3506,27855
73981,5084,12651
73982,5084,34335
73983,5084,30540
73984,5084,8860
73985,5084,7151
73986,5084,25312
73987,5084,8626
73988,5084,23489
73989,5084,5069
73990,5084,33552
73991,5084,12013
73992,5084,26563
73993,5084,16805
73994,5084,2110
73995,5084,15812
73996,2671,2719
73997,2671,33754
73998,2671,11351
73999,2671,7034
74000,2671,12395
74001,2671,21905
74002,2671,13007
74003,2671,14169
74004,2671,36024
74005,2670,24465
74006,2670,37153
74007,2670,34719
74008,2670,4099
74009,2670,36570
74010,2670,9594
74011,2670,7652
74012,2670,15251
74013,2670,3524
74014,2670,23433
74015,2670,7810
74016,2670,433
74017,2670,9344
74018,2670,7131
74019,2670,32800
74020,2670,18671
74021,2670,8491
74022,2670,11377
74023,2670,36840
74024,2670,35824
74025,2670,30360
74026,2670,10024
74027,2670,29149
74028,2670,35674
74029,2673,23054
74030,2673,3905
74031,2673,28721
74032,2673,16243
74033,2673,31476
74034,2673,29454
74035,2673,31886
74036,2673,1084
74037,2673,22992
74038,2672,30389
74039,2672,19722
74040,2672,25015
74041,2672,33552
74042,2672,36995
74043,2672,21884
74044,2672,4839
74045,2672,23265
74046,2672,7516
74047,2672,30764
74048,2672,29690
74049,2675,18754
74050,2675,9730
74051,2675,19350
74052,2675,18420
74053,2675,8384
74054,2674,16299
74055,2674,7174
74056,2674,14991
74057,2674,6562
74058,2674,15966
74059,2674,5198
74060,2674,33954
74061,2674,28618
74062,2674,29420
74063,2674,26133
74064,2674,1012
74065,2674,4590
74066,2674,35448
74067,2674,17237
74068,2674,27847
74069,2674,18300
74070,2677,20507
74071,2677,6919
74072,2676,34531
74073,2676,9837
74074,2676,5293
74075,2679,32209
74076,2679,14413
74077,2679,18177
74078,2678,15830
74079,2678,7717
74080,2678,22305
74081,2678,30213
74082,2678,1404
74083,2678,11803
74084,2929,37890
74085,2929,32728
74086,2929,11831
74087,2929,21938
74088,2929,13730
74089,2929,28340
74090,2929,28945
74091,2929,30981
74092,2929,11701
74093,2929,4687
74094,2929,7670
74095,2929,19838
74096,2929,36489
74097,2929,36419
74098,2929,35047
74099,2929,37470
74100,2929,35156
74101,2929,10423
74102,2929,11478
74103,2929,21561
74104,2929,34706
74105,2929,32973
74106,2929,29020
74107,2929,25092
74108,2929,34858
74109,2929,2648
74110,2929,951
74111,2929,3883
74112,2929,116
74113,2928,23775
74114,2928,26573
74115,2928,16296
74116,2928,36599
74117,2928,16322
74118,2928,9521
74119,2928,29896
74120,11852,27774
74121,11852,22681
74122,11852,17578
74123,6821,30262
74124,6821,28843
74125,6821,16661
74126,6821,5943
74127,6821,6491
74128,6821,15506
74129,6821,16296
74130,2921,30764
74131,2921,11875
74132,2921,18982
74133,2921,37422
74134,2921,2610
74135,2921,30152
74136,2921,25535
74137,2921,32434
74138,2921,30757
74139,2921,23988
74140,2921,21602
74141,2921,36292
74142,2921,4786
74143,2921,29762
74144,2921,29688
74145,2921,16179
74146,2921,15108
74147,2921,30278
74148,2921,22511
74149,2921,34427
74150,2921,12276
74151,2921,16715
74152,2921,10390
74153,2921,21201
74154,2921,14090
74155,2920,29049
74156,2923,17303
74157,2922,9691
74158,2922,10223
74159,2925,6800
74160,2925,36557
74161,2925,23644
74162,2925,35309
74163,2925,19056
74164,2925,28581
74165,2925,33028
74166,2925,22425
74167,2925,16493
74168,2925,12009
74169,2925,8491
74170,2925,35875
74171,2925,80
74172,2925,21000
74173,2925,25753
74174,2925,21583
74175,2924,4618
74176,2924,36467
74177,2924,22461
74178,2924,30892
74179,2924,6081
74180,2924,30184
74181,2924,36059
74182,2924,31589
74183,2927,17148
74184,2927,7790
74185,2927,30653
74186,2927,33718
74187,2927,1211
74188,2927,4381
74189,2926,25873
74190,2926,36580
74191,2926,2719
74192,2926,5676
74193,5331,35726
74194,5330,26358
74195,5330,13302
74196,5330,28237
74197,5330,7006
74198,5330,31199
74199,5330,18364
74200,14639,322
74201,14639,16250
74202,14639,32973
74203,14639,22952
74204,14639,37495
74205,14639,11350
74206,14639,34323
74207,14639,12108
74208,14639,24358
74209,5332,33127
74210,5332,4284
74211,5335,7541
74212,5335,32981
74213,5335,32246
74214,13584,9738
74215,13584,36024
74216,13584,16637
74217,13584,22183
74218,13584,5406
74219,13584,20474
74220,13584,36041
74221,13584,30540
74222,13584,31798
74223,5337,37457
74224,5337,10011
74225,5337,21004
74226,5337,12415
74227,5337,19087
74228,5337,5944
74229,5337,411
74230,5337,15744
74231,5337,35475
74232,5337,16607
74233,5337,29129
74234,5337,24876
74235,5337,7953
74236,5337,22961
74237,5337,25861
74238,5337,19388
74239,5337,12144
74240,5337,6061
74241,5337,7410
74242,5337,35404
74243,5337,9632
74244,5337,1691
74245,5337,25617
74246,5337,11902
74247,5337,32196
74248,5337,18623
74249,5337,28137
74250,5336,11996
74251,5336,38338
74252,5336,2411
74253,5336,2721
74254,5336,2979
74255,5336,18205
74256,5336,7529
74257,5336,9498
74258,14633,18360
74259,14633,6366
74260,14633,17101
74261,14633,3715
74262,14633,23421
74263,14633,17494
74264,14633,25347
74265,14633,29875
74266,14633,10867
74267,14633,24566
74268,14633,18949
74269,14633,22863
74270,14633,37596
74271,14633,11365
74272,14633,10120
74273,14633,23705
74274,14633,30802
74275,5338,31602
74276,5338,25906
74277,14631,11377
74278,14631,1430
74279,14631,3047
74280,14631,16919
74281,14631,31024
74282,14631,36347
74283,14631,14029
74284,14630,3927
74285,14630,4045
74286,14630,11110
74287,14630,28803
74288,14630,22802
74289,14630,4445
74290,14637,2799
74291,14637,32600
74292,14637,29940
74293,14637,36183
74294,14637,28548
74295,14637,6425
74296,14637,4463
74297,14637,32889
74298,14637,31116
74299,14637,22550
74300,14637,16793
74301,14637,34272
74302,14637,9373
74303,14637,11108
74304,14637,32805
74305,14637,18622
74306,14637,26384
74307,14637,24891
74308,14637,3256
74309,14637,28692
74310,14637,14913
74311,14637,33891
74312,14637,19643
74313,14637,29960
74314,14637,35748
74315,14637,14175
74316,14637,18421
74317,14636,20652
74318,14636,23227
74319,14636,18883
74320,14636,16355
74321,14636,26435
74322,14635,8307
74323,14635,32848
74324,14635,15213
74325,14635,16398
74326,14635,30551
74327,14634,20062
74328,14634,21301
74329,14634,15891
74330,14634,22632
74331,14634,413
74332,14634,21447
74333,14634,23740
74334,14634,15924
74335,14634,21198
74336,14634,2408
74337,14634,27800
74338,14634,29918
74339,16227,10042
74340,16227,32847
74341,16227,7876
74342,16227,32608
74343,16227,32451
74344,16227,256
74345,16227,6760
74346,16227,24835
74347,16227,34682
74348,16227,35485
74349,13049,20821
74350,13049,27407
74351,13049,10275
74352,13049,35945
74353,13049,27555
74354,13049,11247
74355,13049,34361
74356,13049,12203
74357,13049,25495
74358,13049,32291
74359,13049,35484
74360,13049,20935
74361,13049,20886
74362,13049,34485
74363,13049,36912
74364,13048,14596
74365,13048,1524
74366,13048,31416
74367,13048,17177
74368,13048,3245
74369,13048,17041
74370,13048,37457
74371,13048,15486
74372,13048,26577
74373,13048,12289
74374,13048,7739
74375,13048,36545
74376,13048,5841
74377,13048,15494
74378,13048,1618
74379,13048,32060
74380,13048,32296
74381,13048,18330
74382,13048,2168
74383,13048,24960
74384,13048,25419
74385,13048,24708
74386,13048,36168
74387,13048,14365
74388,13048,6051
74389,13048,13387
74390,13048,6611
74391,13048,33644
74392,13048,35239
74393,13048,8434
74394,13048,35270
74395,13041,30599
74396,13041,29961
74397,13041,1032
74398,13041,811
74399,13040,28322
74400,13040,18671
74401,13040,27403
74402,13040,16192
74403,13040,30694
74404,13040,16373
74405,13040,2247
74406,13040,3075
74407,13040,20062
74408,13040,17176
74409,13040,34922
74410,13043,4719
74411,13043,30855
74412,13043,19089
74413,13043,11171
74414,13042,11004
74415,13042,22706
74416,13042,24417
74417,13042,12065
74418,13042,10099
74419,13042,18579
74420,13042,29453
74421,13042,24323
74422,13045,27242
74423,13045,24718
74424,13045,15506
74425,13045,17193
74426,13045,7883
74427,13045,36796
74428,13045,8434
74429,13045,14463
74430,13045,18504
74431,13045,30016
74432,13045,1201
74433,13045,29145
74434,13045,29578
74435,13045,34356
74436,13045,32934
74437,13045,6210
74438,13045,19730
74439,13045,13763
74440,13045,25417
74441,13045,22136
74442,13045,36713
74443,13045,29002
74444,13045,14192
74445,13045,8629
74446,13045,23744
74447,13044,6774
74448,13044,3025
74449,13044,6293
74450,13044,14680
74451,13044,2848
74452,13044,2472
74453,13044,16425
74454,13044,334
74455,13044,17099
74456,13044,31803
74457,13044,20540
74458,13044,476
74459,13044,5741
74460,13047,3859
74461,13047,6881
74462,13046,15655
74463,13046,12193
74464,6547,21983
74465,6547,11203
74466,6547,33433
74467,6547,4310
74468,6547,29228
74469,6547,20078
74470,6547,2703
74471,6547,26724
74472,15077,22154
74473,15077,33278
74474,15077,30448
74475,15077,11613
74476,15077,26206
74477,15077,10187
74478,15077,9690
74479,15077,6846
74480,15077,23820
74481,15077,15584
74482,15077,5319
74483,6545,27080
74484,6545,1280
74485,6545,19776
74486,6545,32656
74487,6545,33463
74488,6545,11042
74489,6545,19839
74490,3179,10822
74491,3179,35283
74492,3179,7288
74493,3179,34815
74494,3179,31024
74495,3179,32524
74496,3179,4639
74497,3179,19621
74498,3179,10005
74499,3179,19051
74500,3179,4839
74501,3179,24920
74502,3179,16607
74503,3179,29995
74504,3179,11930
74505,3179,26248
74506,3178,8577
74507,3178,4552
74508,3178,3642
74509,3178,28631
74510,15075,13164
74511,15075,19980
74512,15075,17036
74513,15075,9222
74514,15075,2253
74515,15075,1916
74516,15075,575
74517,15075,3448
74518,15075,12075
74519,15075,10586
74520,15075,18031
74521,15075,4961
74522,15075,7479
74523,15075,475
74524,15075,18377
74525,15075,14640
74526,15075,35726
74527,15075,2037
74528,15075,17391
74529,15075,33191
74530,15075,28693
74531,15075,27371
74532,15075,4142
74533,15075,37369
74534,15075,16648
74535,15075,13543
74536,15075,15975
74537,15075,20656
74538,15075,30441
74539,15075,15903
74540,15075,24123
74541,15075,14921
74542,15075,35488
74543,15075,9715
74544,15075,13369
74545,11824,10986
74546,11824,32072
74547,11824,24830
74548,3171,13828
74549,3171,500
74550,3170,13025
74551,3170,22099
74552,3170,31935
74553,3170,2479
74554,3170,18226
74555,3170,8279
74556,3170,9425
74557,3170,32704
74558,3170,12856
74559,3170,15966
74560,3170,20351
74561,3170,19812
74562,3170,38093
74563,3170,11985
74564,3170,12956
74565,3170,1498
74566,3170,3959
74567,3170,35357
74568,3170,32547
74569,3170,9606
74570,3170,32057
74571,3170,25284
74572,3170,8309
74573,3170,5293
74574,3170,28759
74575,3170,1012
74576,3170,1125
74577,3170,5298
74578,3170,26092
74579,3170,15220
74580,3170,20494
74581,3170,27228
74582,3170,34945
74583,3173,3969
74584,3173,3955
74585,3173,20884
74586,3173,20009
74587,3173,18937
74588,3173,31764
74589,3173,27543
74590,3173,34422
74591,3173,2424
74592,3173,30310
74593,3173,8655
74594,3173,28834
74595,3173,20085
74596,3173,21427
74597,3173,3230
74598,3172,3699
74599,3172,37299
74600,3172,17809
74601,3172,34876
74602,3172,31549
74603,3172,17201
74604,3172,6534
74605,3172,6634
74606,3172,15830
74607,3172,5641
74608,3172,3089
74609,3172,37291
74610,3172,15586
74611,3172,30113
74612,3172,8464
74613,3172,761
74614,3172,14016
74615,3175,6671
74616,3175,36936
74617,3175,6222
74618,3175,17664
74619,3175,25686
74620,3175,19268
74621,3175,23285
74622,3174,2490
74623,3174,25897
74624,3174,5429
74625,3177,20428
74626,3177,37350
74627,3177,8424
74628,3177,32268
74629,3177,8842
74630,3177,8740
74631,3177,7302
74632,3177,32002
74633,3177,33178
74634,3176,26426
74635,3176,36330
74636,16225,5925
74637,16225,28059
74638,16225,17693
74639,16225,12170
74640,16225,28386
74641,16225,35557
74642,16225,30271
74643,16225,26807
74644,16225,34982
74645,16225,33957
74646,16225,32966
74647,16225,6399
74648,16225,19982
74649,16225,29836
74650,16225,5045
74651,6541,2168
74652,6541,8116
74653,6541,19122
74654,6541,11566
74655,6541,14715
74656,6541,19788
74657,6541,16493
74658,6541,28216
74659,6541,28806
74660,6541,5599
74661,6541,35605
74662,6541,35100
74663,6541,17089
74664,6541,19745
74665,6541,6270
74666,6541,2385
74667,6541,35615
74668,6541,26678
74669,6541,34606
74670,6541,8996
74671,6541,36465
74672,6541,9580
74673,6541,22524
74674,6541,5882
74675,6541,31790
74676,6541,9771
74677,6541,9563
74678,6541,2296
74679,6541,36720
74680,6541,7851
74681,2911,32095
74682,2911,22152
74683,2911,6467
74684,2911,14632
74685,2911,14984
74686,2911,36084
74687,2911,37545
74688,15071,20992
74689,15071,9571
74690,15071,23915
74691,15071,35100
74692,15071,2125
74693,15071,17053
74694,15071,1472
74695,726,32006
74696,726,21919
74697,726,22820
74698,726,26693
74699,726,23740
74700,726,26442
74701,2036,22353
74702,2036,12626
74703,2036,34536
74704,2036,25354
74705,11827,37509
74706,11827,29800
74707,11827,20961
74708,11827,36085
74709,725,639
74710,725,15251
74711,725,6667
74712,725,33826
74713,725,23618
74714,725,467
74715,725,17483
74716,725,7082
74717,722,22507
74718,722,34058
74719,722,21887
74720,722,1656
74721,722,8534
74722,723,36617
74723,723,28161
74724,723,31221
74725,723,19211
74726,723,14494
74727,723,33701
74728,723,16882
74729,723,32847
74730,723,24752
74731,723,28261
74732,723,5829
74733,723,34394
74734,723,21938
74735,723,9035
74736,723,16771
74737,723,28565
74738,723,31776
74739,723,29277
74740,723,32954
74741,720,33426
74742,720,17327
74743,720,5593
74744,721,11210
74745,721,21017
74746,1389,7074
74747,1389,2345
74748,1389,4996
74749,728,30074
74750,728,25742
74751,728,5875
74752,728,33256
74753,728,1702
74754,728,15097
74755,728,25098
74756,728,25106
74757,729,31445
74758,729,1672
74759,729,90
74760,729,4602
74761,729,10129
74762,729,27655
74763,729,6393
74764,729,29774
74765,1164,13381
74766,1164,18670
74767,1164,23151
74768,1165,13004
74769,1165,17773
74770,1165,32792
74771,1165,10774
74772,1165,8870
74773,1165,10415
74774,1165,11815
74775,1165,13784
74776,1165,1169
74777,1165,15858
74778,1165,20415
74779,1165,20161
74780,1165,26541
74781,1165,13562
74782,1165,22095
74783,1165,13365
74784,1165,32655
74785,1165,9733
74786,1166,652
74787,1166,16684
74788,1166,13203
74789,1166,34397
74790,1166,31434
74791,1166,17515
74792,1166,27481
74793,1166,4990
74794,1166,37907
74795,1166,13624
74796,1166,25589
74797,1166,10453
74798,1166,10735
74799,1166,33084
74800,1166,3917
74801,1166,2404
74802,1166,7006
74803,1166,14539
74804,1166,4095
74805,1166,35954
74806,1167,20962
74807,1167,5293
74808,1167,11213
74809,1167,35484
74810,1167,5398
74811,1167,25657
74812,1167,26827
74813,1167,11014
74814,1160,33968
74815,1160,1800
74816,1160,14100
74817,1160,23173
74818,1160,25087
74819,1160,6075
74820,1161,17213
74821,1161,5169
74822,1161,5329
74823,1161,5502
74824,1161,32041
74825,1161,22163
74826,1161,30262
74827,1161,19769
74828,1162,29578
74829,1162,9747
74830,1162,16191
74831,1162,31071
74832,1162,30324
74833,1162,30259
74834,1162,26818
74835,1162,25241
74836,1163,17607
74837,1163,28848
74838,1163,7760
74839,1163,14038
74840,1163,18954
74841,1163,35036
74842,1163,37912
74843,1168,12533
74844,1168,20740
74845,1168,6017
74846,1168,5754
74847,1168,10196
74848,1168,7562
74849,1168,16818
74850,1168,6453
74851,1169,15764
74852,1169,25280
74853,1169,23062
74854,1169,35264
74855,1169,36465
74856,1169,10093
74857,1169,22695
74858,1169,10849
74859,1169,5335
74860,1169,20562
74861,1169,19088
74862,1169,32165
74863,1169,21733
74864,1169,10412
74865,2584,18561
74866,2584,20615
74867,2584,26818
74868,2584,3064
74869,2584,16697
74870,2584,6612
74871,2584,4105
74872,2584,12767
74873,2584,17700
74874,2584,29645
74875,2584,20907
74876,2584,3642
74877,2584,23193
74878,2584,3955
74879,2584,19661
74880,6549,11631
74881,6549,30042
74882,6549,5625
74883,6549,18212
74884,11535,13121
74885,11535,12110
74886,11535,15524
74887,11535,2820
74888,11535,6269
74889,11535,10605
74890,11535,11435
74891,11535,37633
74892,11535,37626
74893,11535,35742
74894,11535,14054
74895,11535,13780
74896,11535,32955
74897,11535,11923
74898,11535,17175
74899,11535,25201
74900,15079,15374
74901,15079,28634
74902,15079,29371
74903,15079,13597
74904,15079,5254
74905,15079,31320
74906,6276,13932
74907,6276,15262
74908,6276,2159
74909,6276,28322
74910,6276,17830
74911,6276,20694
74912,6276,4973
